from,to,amount,type,isFraud
C33627542,C1076385632,325033.71,CASH_OUT,0
C1466302771,M1484695868,8881.23,PAYMENT,0
C70208605,C2009093032,369241.59,TRANSFER,0
C875553654,C1190332895,1067740.33,TRANSFER,0
C653116043,C75404027,51688.55,CASH_OUT,0
C1054904549,C1737413597,86892.84,CASH_OUT,0
C1958989962,M1458926839,13573.44,PAYMENT,0
C1708887366,C966018940,119043.36,CASH_OUT,0
C1004455679,C1138817531,118525.92,CASH_IN,0
C1166700920,C2140029833,165732.9,CASH_IN,0
C870036720,C403203523,154185.03,CASH_OUT,0
C1470234114,C1108671624,390323.47,CASH_OUT,0
C299881200,M166585974,3427.74,PAYMENT,0
C182949497,M264879465,11116.3,PAYMENT,0
C76280739,M731968202,8647.59,PAYMENT,0
C916536135,M479987559,4218.59,PAYMENT,0
C1533282587,M1902361050,9341.45,PAYMENT,0
C1485400045,M1780037453,11314.01,PAYMENT,0
C259671510,C2036424709,73443.84,CASH_OUT,0
C898361720,C309183527,52649.33,CASH_OUT,0
C1863138315,M122928567,28867.08,PAYMENT,0
C579633837,C256176620,350862.7,CASH_OUT,0
C1505174831,M889368019,4001.69,PAYMENT,0
C1371482499,M677096722,1313.84,PAYMENT,0
C661691277,M1056990134,70.43,PAYMENT,0
C304716041,C640592977,96828.25,CASH_IN,0
C1139500340,C1961646906,258101.8,CASH_IN,0
C566195854,C1436705538,114661.67,CASH_IN,0
C894234207,M2014963892,11375.07,PAYMENT,0
C671179936,M1341078498,15561.04,PAYMENT,0
C1492200662,C976164557,88397.93,CASH_OUT,0
C750708306,C1450150251,203214.08,CASH_IN,0
C1896972824,M142342905,869.3,PAYMENT,0
C613045705,C267932530,74943.7,CASH_OUT,0
C523286269,C2009082452,483817.09,TRANSFER,0
C675329792,C238668530,321880.19,CASH_OUT,0
C1160035148,M341944859,16087.23,PAYMENT,0
C418934561,C836249110,377484.0,CASH_OUT,0
C534811552,M1542222765,1850.67,PAYMENT,0
C1118045065,C1540321401,336369.59,CASH_OUT,0
C270984175,M1348089788,6055.38,PAYMENT,0
C1439410529,C1657041838,321702.28,CASH_OUT,0
C1967837001,C1956457360,221.76,CASH_IN,0
C350778798,C315161875,425051.28,TRANSFER,0
C1062669905,M601174739,27683.67,PAYMENT,0
C1821052251,C2041008409,104435.29,CASH_OUT,0
C1937977255,M1016860656,13095.09,PAYMENT,0
C184978226,M1901773897,35855.04,PAYMENT,0
C2104577065,C1814743278,236545.11,CASH_IN,0
C867225445,C276147479,149526.85,CASH_IN,0
C1817594771,C1239031261,65376.66,CASH_IN,0
C1268926862,M1726028995,23661.48,PAYMENT,0
C934980411,C1878593739,137825.36,CASH_OUT,0
C1642074775,C1200754697,440777.12,TRANSFER,0
C1697846408,C1143329943,246608.79,CASH_IN,0
C994905923,C952595667,264161.19,CASH_IN,0
C480642841,C1520594719,160459.73,CASH_OUT,0
C1213288489,C1797919997,71022.97,CASH_OUT,0
C1445108729,M304191532,8342.03,PAYMENT,0
C1292696100,M1512096412,36155.19,PAYMENT,0
C1625306007,M1853307520,7473.63,PAYMENT,0
C1799388629,C988705496,32196.59,CASH_OUT,0
C2003401620,C1714938931,273748.47,CASH_IN,0
C616396980,C1795131625,131718.61,CASH_OUT,0
C1198033300,C1959559159,55698.81,CASH_OUT,0
C1522624119,C74288440,348275.35,CASH_OUT,0
C1674220591,M2032504797,12355.58,PAYMENT,0
C1805204516,M1449288962,14868.76,PAYMENT,0
C1901405112,M1327733366,7456.1,PAYMENT,0
C1932307302,C946186798,1592411.94,TRANSFER,0
C1000534589,C912976721,92790.34,CASH_IN,0
C1124340886,M195635213,1873.41,PAYMENT,0
C1269549720,C184254704,204681.48,CASH_OUT,0
C1489619205,C1366589403,73107.62,CASH_OUT,0
C395334853,M847653440,2612.71,PAYMENT,0
C1871486543,M76826899,4786.4,PAYMENT,0
C511079042,M33416945,7033.48,PAYMENT,0
C1591734462,C838948978,312727.19,CASH_IN,0
C655259291,C1688594310,25301.16,CASH_OUT,0
C492145062,M1974943259,2880.96,PAYMENT,0
C1641518900,C620902860,772296.58,TRANSFER,0
C1648985450,C296562338,43550.17,CASH_IN,0
C1448383087,M1468475221,27302.87,PAYMENT,0
C401849338,M1552518432,4850.59,PAYMENT,0
C1752155530,M260804472,19240.1,PAYMENT,0
C1652492723,M2110507332,5183.37,PAYMENT,0
C108625566,C1701136497,195574.71,CASH_IN,0
C165448240,C1607721978,176174.67,CASH_OUT,0
C812087967,M1525865742,9574.23,PAYMENT,0
C1453638924,C541258645,323378.71,TRANSFER,0
C1030982332,C1370209618,65349.58,CASH_IN,0
C628907717,C2055980315,323763.01,CASH_IN,0
C192549839,C762759570,139768.71,CASH_OUT,0
C788384452,M1794508515,6817.78,PAYMENT,0
C1118649506,C1722883468,33831.81,CASH_OUT,0
C313716075,M284183932,3905.28,PAYMENT,0
C1142119330,C730350455,126133.65,CASH_OUT,0
C1820261015,C1752591265,29712.05,CASH_OUT,0
C145038503,M436090088,19.39,PAYMENT,0
C1024543717,C1169315321,343027.45,CASH_OUT,0
C511771034,M309983713,11300.35,PAYMENT,0
C1300892613,M513329048,4007.87,PAYMENT,0
C1596282278,C2128645176,91410.95,CASH_IN,0
C1269632250,M55629029,38293.5,PAYMENT,0
C1251364898,M506254328,18857.05,PAYMENT,0
C121817565,C1126814500,748775.62,TRANSFER,0
C196248895,M980968102,6202.7,PAYMENT,0
C1020073805,M1697723026,62387.08,PAYMENT,0
C1062230392,C2120042081,217348.48,CASH_IN,0
C442037163,C599174068,107072.12,CASH_OUT,0
C515240582,M1840316250,706.61,PAYMENT,0
C945692515,C1886795573,63720.36,CASH_IN,0
C1788614688,M1919208957,18482.64,PAYMENT,0
C1840732362,C1132494342,41392.47,CASH_OUT,0
C227116382,C1196905443,110556.68,CASH_OUT,0
C1834494460,M341475077,3101.25,PAYMENT,0
C199980701,C38045322,209835.61,CASH_OUT,0
C445652269,M921297051,37228.77,PAYMENT,0
C903082377,M197479812,8717.41,PAYMENT,0
C1840226881,C1524242530,82639.37,CASH_OUT,0
C1294900585,M302528498,2629.58,PAYMENT,0
C167833503,M1629240136,10968.61,PAYMENT,0
C1717728486,C180037483,143777.84,CASH_OUT,0
C59366354,M1254241532,21527.33,PAYMENT,0
C1200962164,C431416986,279516.39,CASH_OUT,0
C1087394387,M614412510,661.74,PAYMENT,0
C200496008,M582886129,3393.98,PAYMENT,0
C1281462640,C795840871,102320.01,CASH_IN,0
C473249,C252721565,144550.02,CASH_IN,0
C1045725830,C895280782,168916.53,CASH_IN,0
C896462880,C919306039,174808.46,CASH_OUT,0
C1675116464,C536178983,63023.8,CASH_OUT,0
C50169804,C387620559,491753.69,TRANSFER,0
C688981659,M1251497592,8519.1,PAYMENT,0
C1319985290,C537985281,99010.37,CASH_IN,0
C1851313644,C1917025677,112854.22,CASH_IN,0
C665779203,C1142488685,1133029.24,TRANSFER,0
C1191553018,M358490766,20498.36,PAYMENT,0
C41511043,M120528091,55134.86,PAYMENT,0
C19697526,M1875174082,10476.43,PAYMENT,0
C67394878,M1947352977,18530.85,PAYMENT,0
C668120831,M1586976811,23469.11,PAYMENT,0
C1758604709,C1323211235,133374.65,CASH_OUT,0
C1640757397,C1099787699,124198.82,CASH_OUT,0
C1004323901,C1327330940,266394.71,CASH_IN,0
C802308514,C364393564,10546.87,CASH_OUT,0
C94717409,C2104507826,315814.26,CASH_OUT,0
C1379962851,C1921034805,88992.45,CASH_OUT,0
C36869063,C97725839,87259.83,CASH_IN,0
C985998797,M1720731478,20216.67,PAYMENT,0
C307914892,M1583480606,1525.11,PAYMENT,0
C380101107,M989897532,5816.3,PAYMENT,0
C168299926,C1554565380,1373723.96,TRANSFER,0
C1092982137,M1937389829,32690.06,PAYMENT,0
C883754077,M753756804,15855.27,PAYMENT,0
C1669206046,M532832544,52284.56,PAYMENT,0
C1432708869,C1981355984,398168.43,CASH_OUT,0
C1370706962,C2097436909,201447.81,CASH_OUT,0
C773890759,M2011283784,7920.52,PAYMENT,0
C1142296372,M817298798,78.23,PAYMENT,0
C810795179,C1424731356,274863.07,CASH_OUT,0
C457666452,M242468230,27389.93,PAYMENT,0
C285171535,C1063606307,191664.23,CASH_IN,0
C83729894,M534433075,5138.4,PAYMENT,0
C1870328268,C276022566,3372.12,DEBIT,0
C957819774,M1720336056,4572.73,PAYMENT,0
C592717547,C934853509,211119.31,CASH_OUT,0
C627189974,C120530536,46872.27,CASH_IN,0
C1872437296,M2135168858,18371.13,PAYMENT,0
C896087078,C1552999158,146191.85,CASH_OUT,0
C1539574479,M83704613,35007.71,PAYMENT,0
C278763950,M441200211,7887.18,PAYMENT,0
C642273110,M1552301249,8434.58,PAYMENT,0
C2059242821,C1875583711,406702.02,CASH_IN,0
C1044355910,C59901056,214423.89,CASH_IN,0
C879712064,C1546411648,86010.85,CASH_IN,0
C60259605,C1629738129,1302374.57,TRANSFER,0
C392841400,M1791047024,18175.04,PAYMENT,0
C154378100,C545990664,292989.61,CASH_IN,0
C784613597,C608175647,5872.88,CASH_OUT,0
C1658890198,C1752310930,18886.32,CASH_IN,0
C406664920,M928785513,26863.17,PAYMENT,0
C959228057,M1272263978,16975.92,PAYMENT,0
C458075458,C1601457862,220035.93,TRANSFER,0
C601928063,M1031351666,6068.07,PAYMENT,0
C108039681,M1715179818,7029.05,PAYMENT,0
C1910475638,M1297696354,7614.11,PAYMENT,0
C2060474343,M1813357056,14023.61,PAYMENT,0
C1453424266,C202220325,18630.46,CASH_IN,0
C1147409263,C332975274,449943.11,CASH_OUT,0
C854360636,C1742020302,9601.33,TRANSFER,0
C1201871207,M1155934536,3810.54,PAYMENT,0
C1667997799,C1874170461,350516.62,CASH_IN,0
C2033442741,C1554717982,192393.7,CASH_OUT,0
C202123995,C1408403777,74261.85,CASH_IN,0
C808583035,C1578335459,119620.88,CASH_OUT,0
C39227554,C1266618319,115491.8,CASH_OUT,0
C1882428815,M1089064134,32371.41,PAYMENT,0
C1552100559,C1885720523,197413.25,CASH_OUT,0
C398459762,C958135309,234470.77,CASH_IN,0
C1837896609,C1807595570,53998.77,CASH_IN,0
C614791379,M968646830,7206.95,PAYMENT,0
C1678529366,C2087913014,228103.8,CASH_OUT,0
C558702268,C1837815693,51078.13,CASH_IN,0
C293743581,C1414238160,823679.56,TRANSFER,0
C558444055,M1084510265,13531.58,PAYMENT,0
C818773827,C894029815,95247.6,CASH_IN,0
C564448794,C161452758,77767.56,CASH_OUT,0
C1926205323,C1786726575,41311.75,TRANSFER,0
C579164608,M1009443247,23485.22,PAYMENT,0
C385638241,C1448209839,367847.88,CASH_IN,0
C216569101,C1050209890,44211.48,CASH_IN,0
C780009839,C1844464656,250014.23,CASH_OUT,0
C1368498109,C1038794885,206144.99,CASH_IN,0
C1939616264,C897561978,194976.99,CASH_IN,0
C2099737035,C1702511699,2127089.79,TRANSFER,0
C964830679,M1559048810,32322.51,PAYMENT,0
C1109607486,C486032428,252618.74,CASH_IN,0
C458507841,C1745551276,26918.68,CASH_OUT,0
C137019624,M1009582522,2352.38,PAYMENT,0
C1034543125,C105191836,124483.56,CASH_OUT,0
C612203719,C407027765,221.87,DEBIT,0
C347409275,M309846016,5577.02,PAYMENT,0
C1081093934,C1554865197,172471.83,CASH_OUT,0
C1641485734,M826211005,6332.04,PAYMENT,0
C349726295,C272906785,7319.06,CASH_OUT,0
C978035840,M666312528,4189.31,PAYMENT,0
C750884671,C1343600598,279815.28,CASH_OUT,0
C1877273944,C367480953,466565.25,CASH_OUT,0
C1509605882,C1372792336,259697.4,CASH_OUT,0
C334884897,C1510815107,277639.31,CASH_IN,0
C1314542502,M826814298,24924.34,PAYMENT,0
C651246927,C60796535,138894.02,CASH_OUT,0
C632994665,M1757715893,21251.17,PAYMENT,0
C1005296496,M1399567910,1102.46,PAYMENT,0
C1669216447,M445415503,3670.74,PAYMENT,0
C1243399317,M2066285130,12961.03,PAYMENT,0
C1514303658,C1715795933,173938.77,CASH_OUT,0
C264003898,M675935392,11620.72,PAYMENT,0
C523646934,M1132129821,43.1,PAYMENT,0
C1887192166,C1163480574,341554.31,CASH_OUT,0
C588416504,C251198050,150257.98,CASH_OUT,0
C1562067855,C700110554,120848.77,CASH_OUT,0
C1903548887,C328285138,394498.32,TRANSFER,0
C732831913,C955495895,54193.48,CASH_IN,0
C1288615779,C1636966593,278105.46,CASH_IN,0
C1821992014,C243962745,14962.89,CASH_OUT,0
C1095343535,M2145627891,2868.57,PAYMENT,0
C2057364305,C1263845074,92267.15,CASH_OUT,0
C1709803141,C490502479,46890.69,CASH_OUT,0
C507775792,C1092216719,417994.09,CASH_OUT,0
C395469963,C888149804,203887.86,CASH_OUT,0
C535214432,M482191659,4823.38,PAYMENT,0
C1324311499,M2109208464,7306.39,PAYMENT,0
C1765893501,M1264123258,17786.61,PAYMENT,0
C2086757543,C2051838713,80843.66,CASH_OUT,0
C2090666983,C960042363,324611.82,CASH_OUT,0
C1245038685,C2036145847,140740.33,CASH_IN,0
C840431745,C1318760879,68296.54,CASH_IN,0
C1320862972,M602768530,11624.01,PAYMENT,0
C1970568724,C317930384,195968.8,CASH_IN,0
C140592559,C1200294148,74573.02,CASH_OUT,0
C18084530,C962675437,287937.57,CASH_OUT,0
C1292484867,C409003233,74084.09,CASH_OUT,0
C858916941,C236686256,196631.72,CASH_IN,0
C1314893321,C638759306,183131.11,CASH_OUT,0
C199462152,M413616641,17371.16,PAYMENT,0
C1913454732,C447333524,86070.22,CASH_OUT,0
C1444068801,C1828852445,185129.27,CASH_IN,0
C1488806132,C1724402684,293578.28,TRANSFER,0
C452428210,C801207885,789313.44,TRANSFER,0
C1407544116,C87134580,132193.08,CASH_OUT,0
C1461269339,C2145418274,253888.16,CASH_IN,0
C1074120451,C1461690304,70339.71,CASH_IN,0
C2019263230,M1939409738,31868.62,PAYMENT,0
C378976406,C1178234851,119998.32,CASH_OUT,0
C1956541823,C1721459506,42608.74,CASH_IN,0
C388357689,C591155970,367155.76,CASH_OUT,0
C1522458302,M1851160182,6370.89,PAYMENT,0
C1848731196,C665603498,171119.36,TRANSFER,0
C984172917,C1970969957,10638.45,CASH_OUT,0
C2059139111,M1305736553,3048.41,PAYMENT,0
C217746975,C578219606,134199.38,CASH_OUT,0
C1003211025,M1741355595,277.6,PAYMENT,0
C567597183,M187602231,30680.87,PAYMENT,0
C631013381,C2967677,411455.27,CASH_OUT,0
C1345922936,C95566755,216769.86,CASH_IN,0
C1060990518,M529201843,38622.17,PAYMENT,0
C1853271632,C1396319605,19320.59,CASH_OUT,0
C1907642923,M1259581007,4758.41,PAYMENT,0
C2086059441,M2053750368,13024.97,PAYMENT,0
C1839111225,C168537290,65751.51,CASH_IN,0
C1038592270,C1629720592,22206.02,CASH_OUT,0
C1045085010,C1747916253,425235.84,TRANSFER,0
C547409195,C948832044,41800.81,CASH_OUT,0
C1639897194,M1618793645,13755.79,PAYMENT,0
C99387395,C2064003803,420136.96,CASH_OUT,0
C1901455242,C598476384,214329.32,CASH_OUT,0
C396820290,M189174727,5322.56,PAYMENT,0
C560588574,C1456485148,43996.02,CASH_OUT,0
C1906223365,C1252648350,82460.42,CASH_IN,0
C2107765816,C403023318,182518.35,CASH_OUT,0
C1226115543,C1760886989,61830.83,TRANSFER,0
C496549093,M1279448422,12636.85,PAYMENT,0
C1344330814,C281891530,419642.27,CASH_OUT,0
C2109630289,C2002068763,340967.93,CASH_OUT,0
C487932671,C200227681,79563.57,CASH_OUT,0
C756624311,M958615584,30229.55,PAYMENT,0
C1119085931,C719119378,306576.83,CASH_OUT,0
C1430728693,C228825613,629691.55,TRANSFER,0
C1658184682,M1523988830,6178.0,PAYMENT,0
C436600151,M466167889,1675.51,PAYMENT,0
C1365341048,M560305910,7098.67,PAYMENT,0
C927150222,C1560450567,474541.47,CASH_OUT,0
C1152225986,M1944060431,20724.91,PAYMENT,0
C858080310,M1148569236,31977.82,PAYMENT,0
C1804484870,C2058049748,284446.43,CASH_OUT,0
C334932686,M1841159272,47776.32,PAYMENT,0
C2103989054,M781236350,14432.22,PAYMENT,0
C709561219,C1521529243,105728.08,CASH_OUT,0
C794686743,C863327515,33348.39,CASH_IN,0
C338859264,C387508991,147413.0,CASH_OUT,0
C153833710,C1704323890,1613280.01,TRANSFER,0
C1456885052,C1681878279,3640.53,CASH_IN,0
C1846874820,M205390665,5265.89,PAYMENT,0
C1841646172,C1573847723,61970.97,CASH_OUT,0
C785850729,M328563147,2086.56,PAYMENT,0
C1441025281,M32228944,6770.8,PAYMENT,0
C956971439,M586554452,976.43,PAYMENT,0
C1399725206,C1637274915,200036.26,CASH_OUT,0
C1715419783,C485598602,52541.94,CASH_IN,0
C268444906,M856199666,667.13,PAYMENT,0
C350045818,C1843448114,53573.6,CASH_IN,0
C379284011,M1687508638,8374.47,PAYMENT,0
C366743640,M222369068,1762.16,PAYMENT,0
C1002270002,C18996450,46488.79,CASH_OUT,0
C1407362898,C1748603513,1557359.95,TRANSFER,0
C1775532284,M563631270,3893.04,PAYMENT,0
C650735775,C1827805764,96433.44,CASH_OUT,0
C1558902064,C1643666059,84972.61,CASH_OUT,0
C458489810,C2117025870,38861.43,CASH_OUT,0
C188366207,C1639940638,206162.3,CASH_OUT,0
C504491854,C1509287078,244282.99,CASH_OUT,0
C585420440,C672281868,110015.43,CASH_OUT,0
C154974434,C1777706309,353933.07,CASH_OUT,0
C1084516051,C2076405907,483784.18,TRANSFER,0
C1868180968,M1438191043,31347.52,PAYMENT,0
C1852373476,C828985995,119692.05,CASH_OUT,0
C2055120401,C513339905,188080.79,CASH_IN,0
C432817092,M301149088,12161.98,PAYMENT,0
C1211863976,C1664823354,243386.27,CASH_OUT,0
C1572576222,M2142280191,68.02,PAYMENT,0
C1755683034,C1107490681,566732.52,CASH_OUT,0
C1065025242,C769528997,118501.06,CASH_IN,0
C1458646977,M1635083820,4406.35,PAYMENT,0
C641237352,C1350369613,223309.23,CASH_IN,0
C1527684537,C1067814107,83763.19,CASH_IN,0
C738720417,C1036941503,1024722.53,TRANSFER,0
C1172260017,C10265850,170717.58,TRANSFER,0
C1440354231,M1579614317,21178.37,PAYMENT,0
C288547124,C1179955657,396150.18,CASH_OUT,0
C1136501547,C1335009677,164416.45,CASH_OUT,0
C1086172194,C2067287568,38477.33,CASH_OUT,0
C278838396,M1159548685,11333.56,PAYMENT,0
C225893240,M1911455980,33037.75,PAYMENT,0
C1294258064,M157235785,9014.32,PAYMENT,0
C1597731055,C701391093,267354.21,CASH_OUT,0
C1707711725,M394013010,10191.18,PAYMENT,0
C1032252113,C1862265469,245625.04,CASH_IN,0
C770759311,C155747336,223877.55,CASH_IN,0
C56983205,M810927595,36514.57,PAYMENT,0
C958943273,C210224250,126813.12,CASH_OUT,0
C1564964192,C1920522237,279842.85,CASH_OUT,0
C298596995,M1190451085,5925.26,PAYMENT,0
C379200795,C1999323505,107475.73,CASH_IN,0
C1064006470,C1973054830,227340.36,CASH_OUT,0
C57257260,M212425320,1802.63,PAYMENT,0
C1836072651,M1857513878,39744.15,PAYMENT,0
C1322772763,C244684090,625810.96,CASH_IN,0
C1260966588,C724595147,150070.31,CASH_IN,0
C2063447232,C1949013650,769253.41,TRANSFER,0
C1334090153,C166838725,68069.92,CASH_OUT,0
C714917940,C550754064,130378.78,CASH_OUT,0
C1713210844,M1195165525,5646.89,PAYMENT,0
C978565699,C1326165595,39141.13,CASH_IN,0
C1541188548,M1197274331,10148.29,PAYMENT,0
C790725196,C737969496,81067.66,CASH_OUT,0
C1040877864,M1817924296,5453.98,PAYMENT,0
C844542075,C374769756,119641.69,CASH_OUT,0
C59460146,C1238956402,197516.72,CASH_IN,0
C562694063,C1246929314,81777.48,CASH_IN,0
C1834485422,C289358776,267903.94,CASH_OUT,0
C1605391959,C2020659135,52631.18,CASH_IN,0
C221243371,M2032368838,2829.7,PAYMENT,0
C604038141,M1525769965,402.81,PAYMENT,0
C368337429,C1321468037,121875.89,CASH_IN,0
C152292451,C1971426387,71493.87,CASH_OUT,0
C1488994439,M1650963180,3195.25,PAYMENT,0
C1851948615,M568900009,5885.73,PAYMENT,0
C1581692143,M87538348,14343.71,PAYMENT,0
C1450772703,C1991825762,400309.54,CASH_OUT,0
C71211462,M966707259,31150.83,PAYMENT,0
C555990868,C1318550066,1170282.92,CASH_OUT,1
C541962587,M378847876,2060.83,PAYMENT,0
C16824728,M2105926898,4439.09,PAYMENT,0
C1679430531,C1895508311,21548.02,CASH_OUT,0
C372798597,M1730886723,15309.01,PAYMENT,0
C518649502,M1277938699,14472.83,PAYMENT,0
C2025301443,M305158987,4347.47,PAYMENT,0
C2027592293,M1818636247,44416.86,PAYMENT,0
C326080081,M2002498413,5832.53,PAYMENT,0
C305235319,C568904482,187451.66,CASH_OUT,0
C1941110211,M1987120586,7908.65,PAYMENT,0
C186072862,C1928461022,148146.2,CASH_OUT,0
C1011274604,C646513637,394789.49,CASH_IN,0
C841429650,C152956833,288181.21,CASH_IN,0
C2084843873,C1971071921,23670.58,CASH_IN,0
C675118553,M1018003181,16640.6,PAYMENT,0
C218061889,C1501236527,140829.29,CASH_OUT,0
C1525354018,C1531350213,76664.1,CASH_OUT,0
C674595914,M452881409,20819.51,PAYMENT,0
C732385919,C1003280340,139034.14,CASH_OUT,0
C1149610487,M1451592360,4076.31,PAYMENT,0
C168225911,C976936495,2303205.88,TRANSFER,0
C965216175,M1660251994,2887.01,PAYMENT,0
C2005307714,C1298799712,14283.89,CASH_IN,0
C4670180,C577718811,950261.33,TRANSFER,0
C728404974,C990967636,73121.53,CASH_OUT,0
C344245881,M22596562,6627.0,PAYMENT,0
C1995296798,C1473694873,104762.37,CASH_OUT,0
C732900584,C1668936313,1218347.94,TRANSFER,0
C1089215729,M713304613,19037.78,PAYMENT,0
C341182944,C1847272950,82580.78,CASH_OUT,0
C1240494139,C1856256614,151018.47,TRANSFER,0
C1786681072,M294962410,4323.27,PAYMENT,0
C1918369566,C61049773,43624.96,CASH_OUT,0
C871690794,C1582485680,160187.17,CASH_OUT,0
C1761309138,M1447720230,7729.08,PAYMENT,0
C1972471935,C790810719,424542.19,CASH_OUT,0
C2008241545,C589380941,223170.34,CASH_IN,0
C1460561660,M1710979359,27838.06,PAYMENT,0
C393438583,M1200681466,8683.11,PAYMENT,0
C2144516659,C1650510410,454320.18,CASH_OUT,0
C1496341571,M447852790,9441.81,PAYMENT,0
C2116937137,M779990944,28583.67,PAYMENT,0
C632843610,C1708124424,62683.33,CASH_IN,0
C1212410895,C696837041,94341.32,TRANSFER,0
C570637504,C2064715630,284019.22,CASH_OUT,0
C808684378,C1112861184,198673.78,CASH_IN,0
C971524107,C10007424,70252.14,CASH_OUT,0
C668996669,C2074706150,17465.12,CASH_IN,0
C256382199,C1828787733,8024.27,CASH_OUT,0
C2039089240,C1333363396,190162.27,CASH_OUT,0
C1173831844,C1220988859,169690.36,CASH_IN,0
C710820394,M1547195562,8171.43,PAYMENT,0
C1676888988,C690485530,83681.07,CASH_IN,0
C109971977,C805824477,226514.88,CASH_IN,0
C1364928375,C2040038374,132578.56,CASH_OUT,0
C1897877014,M246833580,10474.26,PAYMENT,0
C1004812597,C877294687,26206.1,TRANSFER,0
C67891130,C1111780039,54966.15,CASH_IN,0
C1556457370,C861935815,211457.88,CASH_OUT,0
C1003809685,C144058858,31370.08,CASH_IN,0
C1417592266,M1691469231,645.0,PAYMENT,0
C1335709594,M139988797,4161.47,PAYMENT,0
C568267501,C1763129690,162064.08,CASH_IN,0
C1649223105,M1047555697,11559.25,PAYMENT,0
C995737231,M1068453109,9584.72,PAYMENT,0
C454914627,C66973054,39081.16,CASH_IN,0
C840270760,C42736599,95234.23,TRANSFER,0
C456369844,C323196795,225807.71,CASH_IN,0
C1982916145,C1179733152,299921.24,CASH_IN,0
C893650814,C1348176857,78747.55,TRANSFER,0
C487150596,C1197127675,90198.59,CASH_IN,0
C1375023155,C469891300,9270.92,DEBIT,0
C383250873,C972321060,233154.55,CASH_OUT,0
C1004328611,M823916128,37842.43,PAYMENT,0
C1734822131,C1196584370,131998.3,CASH_IN,0
C1070414170,M1822989769,6908.5,PAYMENT,0
C2094812884,C433661030,180791.58,CASH_OUT,0
C397895332,C619228635,53356.78,CASH_IN,0
C1298955244,C1370269326,272601.82,CASH_IN,0
C756162903,M1383664903,78590.5,PAYMENT,0
C1457373394,C33677500,271769.1,TRANSFER,0
C1842864350,C903307633,225393.71,CASH_IN,0
C1806601149,M1864616539,7085.34,PAYMENT,0
C1706007969,C2134149481,105975.04,TRANSFER,0
C560685005,C2074225363,44736.63,CASH_OUT,0
C1560516341,M414888104,13672.19,PAYMENT,0
C1445786825,C1330829130,205839.87,CASH_OUT,0
C1525306556,C1505085510,203607.91,CASH_IN,0
C2047431254,C1665256111,283045.58,CASH_OUT,0
C2091002826,C114940877,416110.86,CASH_OUT,0
C2050795666,M1900386117,14064.63,PAYMENT,0
C1492731217,C1881297341,288577.3,CASH_OUT,0
C28512956,C2121009643,168338.97,CASH_OUT,0
C1025858740,C826006001,170375.67,CASH_OUT,0
C1756857648,C349681759,7007.42,CASH_OUT,0
C79702109,M73675,17213.08,PAYMENT,0
C1552130950,C1910362745,60724.09,CASH_IN,0
C701971054,C1625505906,80545.35,CASH_IN,0
C710672502,C346385078,250192.32,CASH_OUT,0
C1419549614,C348557467,18741.84,CASH_IN,0
C538024036,C1482506177,56546.05,CASH_OUT,0
C954729903,M2135842283,7386.05,PAYMENT,0
C2061826614,C1299051847,1035.92,CASH_OUT,0
C1546449302,C39859074,24785.88,CASH_IN,0
C159498250,C330320317,183459.77,CASH_IN,0
C1060110676,C1220448880,348481.79,CASH_IN,0
C335064550,C1596062467,1522805.32,TRANSFER,0
C1852743162,M79170715,11314.87,PAYMENT,0
C713808488,C815280712,104462.27,CASH_OUT,0
C841393556,M1856752303,13357.7,PAYMENT,0
C560799119,C590348657,397880.22,CASH_OUT,0
C2060896086,C521569199,730349.33,TRANSFER,0
C632744294,C1652096927,364013.5,CASH_IN,0
C1529718150,M1535908109,4365.51,PAYMENT,0
C1724149175,M1147388642,13891.3,PAYMENT,0
C941613730,C1587374301,571177.99,TRANSFER,0
C1945681126,M526768054,9964.33,PAYMENT,0
C1282013454,M1186438192,29968.8,PAYMENT,0
C2100439203,C1655798354,367322.58,CASH_OUT,0
C31088650,C1381615150,215287.18,CASH_IN,0
C1498991210,C205304110,121250.02,CASH_OUT,0
C1286010835,M1468134654,11216.12,PAYMENT,0
C920812412,C1303267749,5534.83,CASH_OUT,0
C1197672098,C1447479799,107575.42,CASH_OUT,0
C2097809806,M1680724543,8283.39,PAYMENT,0
C2100242508,C2128795868,173688.84,CASH_OUT,0
C1291345205,C1726278550,440896.77,CASH_OUT,0
C1895352853,C1230082414,167686.82,CASH_OUT,0
C21688905,M1354611266,12731.88,PAYMENT,0
C1388660547,C190599616,187292.42,CASH_IN,0
C2089692083,C286738540,27697.4,CASH_OUT,0
C690491492,C1794333953,147041.11,CASH_OUT,0
C371477536,C369857395,82071.73,CASH_IN,0
C1791624986,C561767876,1776.65,DEBIT,0
C1219610476,C669972535,176389.59,CASH_IN,0
C384169490,C1123686650,156619.25,CASH_OUT,0
C1354159381,C365874754,39378.22,CASH_OUT,0
C1093595664,M1889589944,14789.34,PAYMENT,0
C1900381215,C900921479,5279372.81,TRANSFER,0
C112021621,M1627835994,34692.92,PAYMENT,0
C1959563135,M784463029,2539.77,PAYMENT,0
C1921254244,M1220777063,2609.81,PAYMENT,0
C1385609874,M634978107,8689.02,PAYMENT,0
C747741339,C1824987850,38319.89,CASH_IN,0
C600338446,C1248764242,248481.64,CASH_OUT,0
C359051778,C1904204106,268142.08,CASH_OUT,0
C1841146412,C184192830,123929.99,CASH_OUT,0
